"STATION","NAME","DATE","AWND","DAPR","EVAP","MDPR","MNPN","MXPN","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT07","WT08"
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-01",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-02",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-03",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-05",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-06",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-07",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-11",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-12",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-13",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-14",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-15",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-16",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-18",,,,,,,,"0.47",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-19",,,,,,,,"0.77",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-20",,,,,,,,"0.69",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-21",,,,,,,,"0.32",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-22",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-23",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-24",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-25",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-26",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-27",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-28",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-29",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-09-30",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-01",,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-02",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-03",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-05",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-09",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-10",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-11",,,,,,,,"0.37",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-12",,,,,,,,"0.55",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-13",,,,,,,,"0.28",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-14",,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-15",,,,,,,,"0.00",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-27",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-28",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-29",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-30",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-10-31",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0061","SILVERTON 0.6 SE, OR US","2017-11-01",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-01",,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-02",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-03",,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-05",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-06",,,,,,,,"1.39",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-07",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-08",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-09",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-10",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-11",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-12",,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-13",,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-14",,,,,,,,"0.68",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-15",,,,,,,,"0.83",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-16",,,,,,,,"0.43",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-17",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-18",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-19",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-21",,,,,,,,"0.53",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-22",,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-23",,,,,,,,"0.77",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-24",,,,,,,,"0.16",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-25",,,,,,,,"1.97",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-26",,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-27",,,,,,,,"0.44",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-28",,,,,,,,"0.30",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-29",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-11-30",,,,,,,,"0.24",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-01",,,,,,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-02",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-03",,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-04",,,,,,,,"0.64",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-05",,,,,,,,"0.07",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-06",,,,,,,,"0.40",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-07",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-08",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-09",,,,,,,,"0.35",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-10",,,,,,,,"0.54",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-11",,,,,,,,"0.61",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-12",,,,,,,,"0.54",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-13",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-14",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-15",,,,,,,,"0.51",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-16",,,,,,,,"0.00","0.0","4",,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-17",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-18",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-19",,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-20",,,,,,,,"1.69",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-21",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-22",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-23",,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-24",,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-25",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-26",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-27",,,,,,,,"0.39",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-28",,,,,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2016-12-31",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-01",,,,,,,,"0.23",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-02",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-03",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-05",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-06",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-07",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-08",,,,,,,,"0.30",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-09",,,,,,,,"1.03",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-10",,,,,,,,"0.70",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-11",,,,,,,,"0.79",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-12",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-13",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-14",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-15",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-16",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-17",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-18",,,,,,,,"1.13",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-19",,,,,,,,"0.43",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-20",,,,,,,,"0.08",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-21",,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-22",,,,,,,,"0.40",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-23",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-24",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-25",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-26",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-27",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-28",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-29",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-30",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-01-31",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-01",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-02",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-03",,,,,,,,"0.21",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-04",,,,,,,,"1.22",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-05",,,,,,,,"1.42",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-06",,,,,,,,"1.22",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-07",,,,,,,,"0.46",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-08",,,,,,,,"0.59",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-09",,,,,,,,"1.59",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-10",,,,,,,,"0.44",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-11",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-12",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-13",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-14",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-15",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-16",,,,,,,,"1.81",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-17",,,,,,,,"0.52",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-18",,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-19",,,,,,,,"0.43",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-21",,,,,,,,"1.05",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-23",,,,,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-24",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-25",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-26",,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-02-28",,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-01",,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-02",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-03",,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-04",,,,,,,,"0.56",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-05",,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-06",,,,,,,,"0.58",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-07",,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-08",,,,,,,,"0.74",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-09",,,,,,,,"0.54",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-10",,,,,,,,"0.56",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-11",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-12",,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-13",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-14",,,,,,,,"0.49",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-15",,,,,,,,"1.12",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-16",,,,,,,,"0.88",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-17",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-18",,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-19",,,,,,,,"0.50",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-20",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-21",,,,,,,,"0.38",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-22",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-23",,,,,,,,"0.09",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-24",,,,,,,,"0.42",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-25",,,,,,,,"0.72",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-26",,,,,,,,"0.10",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-27",,,,,,,,"0.61",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-28",,,,,,,,"0.16",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-29",,,,,,,,"0.26",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-30",,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-03-31",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-01",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-02",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-03",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-05",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-06",,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-07",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-08",,,,,,,,"0.29",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-09",,,,,,,,"0.18",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-10",,,,,,,,"0.17",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-11",,,,,,,,"0.04",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-12",,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-13",,,,,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-14",,,,,,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1ORMN0001","AUMSVILLE 2.5 N, OR US","2017-04-15",,,,,,,,"0.03",,,,,,,,,,,,,,,,,,,
